fecha,ECOPETROL.CL,BOGOTA.CL,GRUPOSURA.CL,ISA.CL,ICOLCAP.CL
2020-09-08,1024,44309,19067,14748,9635
2020-09-09,1024,44964,19612,14748,9714
2020-09-10,992,44321,19067,14606,9584
2020-09-11,997,44309,19149,14521,9463
2020-09-14,989,43897,18786,14251,9393
2020-09-15,1007,43050,18439,14294,9369
2020-09-16,1009,43345,18572,14195,9365
2020-09-17,1016,43358,18572,14195,9323
2020-09-18,1041,43666,18472,14351,9410
2020-09-21,994,43872,18307,14592,9324
2020-09-22,989,43987,17680,14393,9338
2020-09-23,977,44643,17465,14407,9246
2020-09-24,960,44900,17416,14507,9207
2020-09-25,945,43890,17288,14450,9233
2020-09-28,970,43283,17387,14351,9281
2020-09-29,945,43890,17205,14180,9191
2020-09-30,933,44535,17138,14450,9152
2020-10-01,923,44535,17138,14379,9161
2020-10-02,940,43890,17055,14180,9161
2020-10-05,940,46407,17454,14138,9181
2020-10-06,939,45955,17371,14110,9246
2020-10-07,941,45968,17371,14889,9145
2020-10-08,941,45968,17371,14889,9253
2020-10-09,954,44213,17288,15315,9320
2020-10-13,935,43374,17321,15223,9199
2020-10-14,930,42018,17454,15386,9172
2020-10-15,925,43884,17304,15315,9146
2020-10-16,925,43884,17437,15315,9211
2020-10-19,921,43890,17471,15315,9245
2020-10-20,932,46988,17387,15329,9298
2020-10-21,907,46472,17454,15201,9298
2020-10-22,925,46472,17454,15173,9183
2020-10-23,916,46472,17562,14989,9229
2020-10-26,910,44897,17620,15279,9224
2020-10-27,901,45121,17604,15102,9206
2020-10-28,844,46049,16623,14606,8937
2020-10-29,860,45725,16623,14542,8960
2020-10-30,882,44129,16706,14790,9032
2020-11-03,897,44123,16955,14698,9112
2020-11-04,920,44168,16706,14875,9098
2020-11-05,911,45400,16955,14960,9137
2020-11-06,911,45400,16955,14960,9139
2020-11-09,954,45530,17944,16166,9537
2020-11-10,976,45089,17870,16442,9540
2020-11-11,992,45634,17953,16308,9596
2020-11-12,972,45446,17870,16265,9474
2020-11-13,984,45076,18061,15967,9548
2020-11-17,1051,46217,18027,16308,9676
2020-11-18,1046,46697,17861,16336,9731
2020-11-19,1056,45835,17703,16095,9699
2020-11-20,1060,46373,18069,16081,9737
2020-11-23,1083,46373,18244,15386,9816
2020-11-24,1104,46697,18368,15655,10028
2020-11-25,1109,46395,17961,15740,9966
2020-11-26,1088,46265,18277,15825,9935
2020-11-27,1069,45939,18252,16024,9946
2020-11-30,1024,45945,17786,16095,9916
2020-12-01,1048,46981,18277,16308,10080
2020-12-02,1056,46916,18285,15988,10193
2020-12-03,1044,47112,18593,16251,10185
2020-12-04,1044,47112,18593,16251,10556
2020-12-07,1088,49516,19864,18023,10819
2020-12-09,1100,49080,20305,17921,10911
2020-12-10,1135,48480,20031,17253,10861
2020-12-11,1137,48897,19997,17598,10783
2020-12-14,1126,48741,20280,17964,10919
2020-12-15,1130,49145,20612,18079,11096
2020-12-16,1161,50161,21044,17799,11255
2020-12-17,1167,49523,21826,18180,11325
2020-12-18,1145,49015,20521,17727,11325
2020-12-21,1090,49523,19823,16814,10985
2020-12-22,1103,49510,19947,17389,11038
2020-12-23,1131,49836,20513,17691,11173
2020-12-24,1126,49061,20521,17964,11173
2020-12-28,1121,49741,20743,18252,11258
2020-12-29,1127,50252,21236,18453,11367
2020-12-30,1105,49480,21136,18467,11445
2021-01-04,1104,50252,20317,18180,11192
2021-01-05,1128,50658,20233,18683,11143
2021-01-06,1136,50658,20358,19078,11360
2021-01-07,1168,49774,20149,20120,11406
2021-01-08,1181,50396,20183,20838,11412
2021-01-12,1210,50592,20559,21018,11555
2021-01-13,1200,50723,20735,20838,11527
2021-01-14,1223,50723,20743,20838,11629
2021-01-15,1191,51698,20693,20824,11489
2021-01-18,1201,50409,20651,20623,11447
2021-01-19,1206,51338,20843,20982,11591
2021-01-20,1200,53668,20609,20910,11555
2021-01-21,1185,52948,20818,20321,11556
2021-01-22,1159,53341,20367,18683,11315
2021-01-25,1144,53577,20200,17749,12356
2021-01-26,1164,53797,20149,17964,11101
2021-01-27,1098,53495,19899,17246,10882
2021-01-28,1056,52332,19414,17238,10809
2021-01-29,999,54810,18979,16570,10757
2021-02-01,999,54810,18979,16570,10728
2021-02-02,1029,54284,19263,16879,10869
2021-02-03,1029,53048,19230,16620,10842
2021-02-04,1051,52772,19355,16843,10748
2021-02-05,1061,52437,19623,16987,10844
2021-02-08,1083,52910,19639,16951,10948
2021-02-09,1084,53232,19882,17037,10944
2021-02-10,1080,52707,19698,16814,10879
2021-02-11,1053,52904,19481,16814,10803
2021-02-12,1058,52766,19481,17016,10802
2021-02-15,1078,54704,19489,16886,10883
2021-02-16,1088,54678,19380,16671,10833
2021-02-17,1083,54744,19355,16671,10770
2021-02-18,1061,53876,19355,16599,10788
2021-02-19,1066,52969,19113,16527,10659
2021-02-22,1099,53239,19063,16505,10673
2021-02-23,1128,54728,19046,16254,10729
2021-02-24,1137,53447,19472,16958,10805
2021-02-25,1122,52933,18410,16398,10649
2021-02-26,1108,52141,19790,17102,10566
2021-03-01,1106,52180,19280,16980,10736
2021-03-02,1105,52134,19230,17016,10709
2021-03-03,1110,52154,19104,16958,10692
2021-03-04,1122,52154,18979,16606,10665
2021-03-05,1181,51699,18728,16958,10661
2021-03-08,1155,52761,18628,16901,10597
2021-03-09,1151,52464,18720,17030,10595
2021-03-10,1168,51593,18812,17102,10676
2021-03-11,1166,51593,18762,16958,10720
2021-03-12,1171,52055,18895,17087,10697
2021-03-15,1221,52134,19054,16893,10765
2021-03-16,1211,52279,19071,16786,10770
2021-03-17,1209,52279,18895,16800,10704
2021-03-18,1157,52134,18645,17016,10443
2021-03-19,1167,51738,18243,16958,10493
2021-03-23,1123,51738,18394,16599,10467
2021-03-24,1148,51738,18310,16599,10558
2021-03-25,1140,51738,17817,16261,10478
2021-03-26,1157,52267,18185,16024,10509
2021-03-29,1175,52300,18385,15952,10425
2021-03-30,1168,52273,18252,16498,10470
2021-03-31,1165,51657,18143,16168,10526
2021-04-05,1144,52187,18218,16491,10526
2021-04-06,1127,52287,18059,16671,10511
2021-04-07,1150,52273,18360,16671,10562
2021-04-08,1123,51147,18059,16663,10565
2021-04-09,1112,50995,17775,16218,10503
2021-04-12,1126,50995,17725,16311,10432
2021-04-13,1122,50988,17683,16448,10460
2021-04-14,1122,50988,17683,16448,10472
2021-04-15,1141,51909,17448,16527,10469
2021-04-16,1141,50969,17262,16268,10496
2021-04-19,1141,50770,17178,16254,10411
2021-04-20,1131,50777,17347,16340,10392
2021-04-21,1122,50704,17641,16232,10444
2021-04-22,1116,50359,17566,16168,10331
2021-04-23,1105,50035,17363,16024,10245
2021-04-26,1126,50796,17178,15844,10253
2021-04-27,1134,52178,17347,15564,10342
2021-04-28,1156,51626,16976,15334,10217
2021-04-29,1145,52457,16505,15377,10253
2021-04-30,1096,52178,16134,15363,10049
2021-05-03,1100,51779,15191,14731,9728
2021-05-04,1103,51187,15342,14659,9688
2021-05-05,1135,50589,16084,15018,9838
2021-05-06,1135,50516,16757,15205,10060
2021-05-07,1135,49851,17431,15262,10184
2021-05-10,1169,49851,17683,16053,10436
2021-05-11,1148,49519,17768,15808,10341
2021-05-12,1175,49838,17187,15600,10223
2021-05-13,1141,49619,16505,14824,10140
2021-05-14,1184,49519,16656,15449,10302
2021-05-18,1168,49386,16513,14960,10144
2021-05-19,1164,48961,16420,15162,10109
2021-05-20,1147,48190,16825,15090,9983
2021-05-21,1133,46794,16698,15083,9997
2021-05-24,1138,45531,16084,14846,9835
2021-05-25,1108,45518,16008,14515,9696
2021-05-26,1101,44715,15747,14084,9620
2021-05-27,1101,45049,16126,14731,9667
2021-05-28,1096,46557,17136,14838,9675
2021-05-31,1086,46717,16858,14386,9736
2021-06-01,1129,47612,17094,14738,9822
2021-06-02,1160,47959,17094,16290,9915
2021-06-03,1170,47652,16993,16311,10099
2021-06-04,1168,47512,16883,16311,9997
2021-06-08,1188,47972,16993,16735,10080
2021-06-09,1175,48052,16740,16786,10096
2021-06-10,1183,48653,16622,16929,10104
2021-06-11,1186,47065,16622,16743,10165
2021-06-15,1209,48052,16252,16498,10051
2021-06-16,1195,48046,16614,16247,10056
2021-06-17,1186,46964,16665,16527,10044
2021-06-18,1189,46851,17296,16541,9995
2021-06-21,1220,47372,16841,16096,10023
2021-06-22,1230,46717,16648,16139,10023
2021-06-23,1251,46384,16193,15952,9999
2021-06-24,1364,46717,16639,16196,10286
2021-06-25,1374,47232,16801,16139,10283
2021-06-28,1348,46904,16665,16024,10219
2021-06-29,1347,46864,16122,15952,10219
2021-06-30,1350,46770,15698,15916,10166
2021-07-01,1398,47239,15528,16254,10146
2021-07-02,1414,47152,16029,16886,10343
2021-07-06,1383,46234,15876,16527,10247
2021-07-07,1388,47574,16377,16671,10351
2021-07-08,1365,47560,16275,16793,10309
2021-07-09,1369,47547,16555,16778,10413
2021-07-12,1364,47547,16776,17109,10384
2021-07-13,1349,47902,16665,17102,10381
2021-07-14,1314,47768,16665,16908,10381
2021-07-15,1274,47768,16496,16998,10276
2021-07-16,1269,47748,16292,17138,10252
2021-07-19,1214,46897,15749,16480,10069
2021-07-21,1257,46763,15707,16517,10152
2021-07-22,1264,47225,15613,16835,10089
2021-07-23,1265,47219,15681,16702,10097
2021-07-26,1288,46897,15596,16554,10121
2021-07-27,1289,45745,15274,16266,10118
2021-07-28,1295,46183,15206,16355,10023
2021-07-29,1312,47003,15138,16480,10062
2021-07-30,1306,45940,14680,16126,10013
2021-08-02,1288,45745,15079,16244,9960
2021-08-03,1299,46943,15274,16185,9960
2021-08-04,1271,46149,15240,16259,9975
2021-08-05,1253,46553,15019,16259,10011
2021-08-06,1263,46660,15019,15963,9917
2021-08-09,1284,45826,14850,15741,9917
2021-08-10,1288,45873,14875,15763,9917
2021-08-11,1309,45456,14714,15889,10019
2021-08-12,1300,45880,15019,16111,10129
2021-08-13,1282,47084,15274,16185,10190
2021-08-17,1279,47750,15953,17027,10394
2021-08-18,1273,49304,16615,17197,10699
2021-08-19,1250,48436,16682,17478,10666
2021-08-20,1258,48759,16547,17330,10729
2021-08-23,1311,48981,16623,17064,10773
2021-08-24,1324,48974,16504,16695,10751
2021-08-25,1327,49277,16453,16990,10691
2021-08-26,1305,49478,16445,16924,10606
2021-08-27,1319,49289,16453,16924,10679
2021-08-30,1314,48621,16402,16776,10678
2021-08-31,1311,47608,16292,16776,10638
2021-09-01,1284,48283,16784,16650,10676
2021-09-02,1324,47979,17175,16850,10737
2021-09-03,1307,47344,17192,16702,10674
2021-09-06,1306,47344,17132,16783,10633
2021-09-07,1292,47540,17107,16746,10678
2021-09-08,1286,47615,16971,16850,10642
2021-09-09,1274,48067,16971,16887,10622
2021-09-10,1266,48256,17225,16746,10638
2021-09-13,1275,48270,16784,16628,10682
2021-09-14,1264,48783,16903,16502,10542
2021-09-15,1299,48621,17200,16783,10662
2021-09-16,1297,50187,17302,16776,10691
2021-09-17,1272,49499,17344,16990,10666
2021-09-20,1250,49215,17005,16739,10518
2021-09-21,1254,49215,17217,16554,10535
2021-09-22,1274,49499,17429,16539,10594
2021-09-23,1284,49499,17073,16406,10593
2021-09-24,1264,49499,17056,16421,10527
2021-09-27,1324,49687,17569,16702,10841
2021-09-28,1338,49741,17911,16850,10896
2021-09-29,1342,49484,18365,16990,10978
2021-09-30,1356,48955,18296,16776,10969
2021-10-01,1373,49463,18553,16842,11053
2021-10-04,1401,49280,18638,16998,11138
2021-10-05,1393,48874,19083,16783,11226
2021-10-06,1393,49816,18963,16902,11106
2021-10-07,1418,50365,18869,16717,11287
2021-10-08,1442,50026,18826,16739,11337
2021-10-11,1460,49958,18784,16865,11363
2021-10-12,1440,49707,18382,16628,11241
2021-10-13,1442,49707,18450,16576,11219
2021-10-14,1447,49484,18912,16842,11412
2021-10-15,1468,50155,19365,16813,11536
2021-10-19,1464,50345,19023,16628,11411
2021-10-20,1456,50019,19237,16768,11409
2021-10-21,1443,50019,19211,16643,11369
2021-10-22,1433,49816,19049,16628,11351
2021-10-25,1433,49958,19151,16776,11349
2021-10-26,1453,50358,19023,16850,11432
2021-10-27,1422,50358,19126,16813,11434
2021-10-28,1433,51706,18937,16798,11396
2021-10-29,1412,51644,18766,16709,11326
2021-11-02,1415,51032,18630,16798,11242
2021-11-03,1433,50556,19279,16872,11724
2021-11-04,1424,50018,18989,16850,11340
2021-11-05,1427,49671,19066,16798,11256
2021-11-08,1449,49726,18698,16702,11271
2021-11-09,1456,50665,18296,16702,11195
2021-11-10,1428,50624,18125,16613,11020
2021-11-11,1420,49671,18467,16665,11105
2021-11-12,1408,49726,18424,16414,11015
2021-11-16,1369,50011,18424,16296,10810
2021-11-17,1374,49331,17911,16628,10700
2021-11-18,1368,49535,18262,16628,10783
2021-11-19,1312,48997,18330,16185,10664
2021-11-22,1299,48991,18433,15919,10683
2021-11-23,1319,48378,18467,15889,10664
2021-11-24,1331,48310,18895,15741,10782
2021-11-25,1324,49176,19322,15741,10850
2021-11-26,1258,48507,20263,14854,10765
2021-11-29,1287,48507,20861,15520,10867
2021-11-30,1289,48159,21502,16480,11001
2021-12-01,1289,47817,21502,16392,11451
2021-12-02,1319,48486,21502,16369,11594
2021-12-03,1320,48514,21502,16259,11745
2021-12-06,1333,48159,21502,16480,11674
2021-12-07,1349,47831,21502,16854,11530
2021-12-09,1344,47359,21502,16611,11376
2021-12-10,1342,47353,21502,16459,11376
2021-12-13,1305,47906,21502,15606,11068
2021-12-14,1296,47475,21502,15690,11065
2021-12-15,1289,47817,21502,16185,11177
2021-12-16,1311,49176,21502,16558,11407
2021-12-17,1312,49163,24700,16519,11353
2021-12-20,1280,48835,24469,16139,11209
2021-12-21,1288,47824,24555,16382,11233
2021-12-22,1315,48842,24751,16748,11249
2021-12-23,1314,49115,24922,16824,11325
2021-12-24,1313,49115,25144,16892,11393
2021-12-27,1338,48500,25386,16984,11433
2021-12-28,1336,48670,25712,17052,11411
2021-12-29,1339,48231,25712,17128,11443
2021-12-30,1334,48142,25781,17052,11444
2022-01-03,1349,48142,25695,17121,11510
2022-01-04,1359,48348,25953,17205,11596
2022-01-05,1319,48348,24870,17319,11490
2022-01-06,1297,48218,24655,17220,11082
2022-01-07,1315,49651,25025,16519,11177
2022-01-11,1369,50748,26142,17052,11394
2022-01-12,1383,48965,26640,17357,11793
2022-01-13,1387,48972,25970,17585,11957
2022-01-14,1389,48540,23418,17403,11876
2022-01-17,1389,48540,23418,17403,12341
2022-01-18,1389,48540,23418,17403,12827
2022-01-19,1389,48540,23418,17403,12860
2022-01-20,1441,51777,23418,18956,12587
2022-01-21,1414,52120,23418,18392,12419
2022-01-24,1400,52188,23418,18423,12302
2022-01-25,1436,52655,23418,18118,12373
2022-01-26,1434,51641,23418,18126,12373
2022-01-27,1441,51965,23418,17996,12355
2022-01-28,1431,51965,23418,17966,12454
2022-01-31,1441,52860,23418,17966,12489
2022-02-01,1429,53410,31298,17448,12481
2022-02-02,1433,51641,31273,17060,12429
2022-02-03,1407,52103,30387,16801,12351
2022-02-04,1439,52984,31599,17167,12346
2022-02-07,1455,52330,31969,17319,12499
2022-02-08,1445,52639,31951,17250,12351
2022-02-09,1438,52488,31625,16862,12273
2022-02-10,1413,52309,31530,16291,11963
2022-02-11,1474,52309,31470,17281,11972
2022-02-14,1461,51641,30851,16824,12051
2022-02-15,1447,51600,31092,17357,11997
2022-02-16,1496,51277,31367,17540,12169
2022-02-17,1495,52171,31341,17722,12158
2022-02-18,1486,52006,30765,17661,12080
2022-02-21,1492,51600,30765,17852,12102
2022-02-22,1500,50292,30765,17760,12070
2022-02-23,1514,51438,30937,17966,12203
2022-02-24,1515,50782,31178,18270,12158
2022-02-25,1519,50920,30508,18575,12271
2022-02-28,1618,49877,27457,18499,12323
2022-03-01,1606,49676,27457,18255,12477
2022-03-02,1575,49669,27457,18118,12424
2022-03-03,1589,50402,27457,18095,12462
2022-03-04,1656,50049,27457,17715,12497
2022-03-07,1686,50402,27457,17235,12495
2022-03-08,1681,49745,27457,17593,12468
2022-03-09,1622,50360,27457,18248,12476
2022-03-10,1686,49262,27457,17852,12543
2022-03-11,1686,49262,27457,17852,12543
2022-03-14,1590,49676,27457,17509,12392
2022-03-15,1587,49393,27457,17738,12388
2022-03-16,1577,48460,27457,17875,12434
2022-03-17,1654,47369,27457,17966,12568
2022-03-18,1621,47120,27457,18004,12553
2022-03-22,1666,47120,27457,18270,12609
2022-03-23,1750,47120,27457,18194,12847
2022-03-24,1753,47120,27457,18194,12956
2022-03-25,1780,47120,27457,18651,13044
2022-03-28,1736,47120,27626,18529,13090
2022-03-29,1725,47120,27626,18758,13053
2022-03-30,1725,47120,27626,18758,12977
2022-03-31,1754,34304,30800,18499,13168
2022-04-01,1750,34684,31388,18956,13342
2022-04-04,1750,34684,31388,18956,13367
2022-04-05,1789,35305,31120,18788,13455
2022-04-06,1757,36618,31180,18727,13366
2022-04-07,1790,36618,31146,18270,13372
2022-04-08,1770,36618,30955,18491,13443
2022-04-11,1749,37033,31215,18956,13411
2022-04-12,1775,37862,31128,18956,13373
2022-04-13,1800,35996,30981,18956,13451
2022-04-18,1793,36197,31466,18575,13475
2022-04-19,1802,36134,31474,18765,13371
2022-04-20,1828,36273,31716,18841,13459
2022-04-21,1783,35996,31820,18643,13354
2022-04-22,1805,35844,31829,18171,13393
2022-04-25,1764,34891,30696,16991,13213
2022-04-26,1746,35582,32425,17090,13081
2022-04-27,1764,34621,33463,17090,13218
2022-04-28,1786,34870,35452,16748,13170
2022-04-29,1786,34870,35452,16748,13129
2022-05-02,1749,34822,35452,17052,13006
2022-05-03,1782,34000,36273,16854,13529
2022-05-04,1842,33848,39896,17502,13572
2022-05-05,1783,33661,39879,16847,13572
2022-05-06,1763,33661,37657,16824,13469
2022-05-09,1665,33164,35625,15987,12892
2022-05-10,1656,33848,35019,16025,12795
2022-05-11,1657,33820,35884,15652,12931
2022-05-12,1641,33164,35019,15758,12880
2022-05-13,1669,33509,34587,15317,12905
2022-05-16,1668,35851,33722,15317,12905
2022-05-17,1660,36134,35192,15332,12795
2022-05-18,1556,36618,36316,14868,12593
2022-05-19,1506,35236,39948,13908,12593
2022-05-20,1527,36618,39948,14807,12247
2022-05-23,1555,35934,39775,15758,12661
2022-05-24,1548,35630,36368,16215,12619
2022-05-25,1568,35616,36368,16519,12745
2022-05-26,1587,36888,36316,17418,12819
2022-05-27,1613,36964,35019,17509,12964
2022-05-31,1678,39326,38521,18103,13608
2022-06-01,1774,40763,35538,18118,13608
2022-06-02,1749,41095,39429,17661,13713
2022-06-03,1775,42145,44098,17205,13689
2022-06-06,1759,43527,49961,16558,13654
2022-06-07,1770,43541,39455,17075,13469
2022-06-08,1748,43382,33290,17502,13277
2022-06-09,1708,42974,31128,16459,12997
2022-06-10,1695,42691,32252,16892,12963
2022-06-13,1614,42491,33117,16367,12641
2022-06-14,1598,40798,34241,17273,12565
2022-06-15,1598,36970,32858,16421,12446
2022-06-16,1514,36970,34414,17205,12425
2022-06-17,1485,38097,31950,16527,12459
2022-06-21,1308,41850,33204,16139,12206
2022-06-22,1249,41850,31128,15910,11846
2022-06-23,1163,39736,32849,15454,11483
2022-06-24,1240,39736,36313,15545,11646
2022-06-28,1240,39736,36313,15545,11697
2022-06-29,1240,39736,36313,15545,11795
2022-06-30,1307,36557,34245,15606,11585
2022-07-01,1363,37034,35792,15811,11585
2022-07-05,1260,36557,35557,15987,11310
2022-07-06,1260,36557,35557,15987,11357
2022-07-07,1322,37288,35644,16596,11569
2022-07-08,1334,36915,34766,16885,11558
2022-07-11,1328,36716,36313,16215,11596
2022-07-12,1331,36518,36835,16367,11591
2022-07-13,1315,36120,35027,16367,11424
2022-07-14,1235,34555,35983,16139,10850
2022-07-15,1217,32266,36418,16654,10858
2022-07-18,1232,32902,35679,16654,10979
2022-07-19,1276,32981,35244,17196,11058
2022-07-21,1236,33378,34036,16514,11116
2022-07-22,1195,33378,33550,15499,11061
2022-07-25,1262,32902,34297,15887,11019
2022-07-26,1276,32902,34306,15871,11052
2022-07-27,1322,32902,34758,15871,11098
2022-07-28,1318,33378,35375,15894,11227
2022-07-29,1322,32981,34766,15964,11213
2022-08-01,1305,33211,34766,15887,11040
2022-08-02,1334,33211,34766,16042,11059
2022-08-03,1331,32472,34766,16197,11052
2022-08-04,1278,32226,34766,16197,10980
2022-08-05,1305,33140,34558,16197,11058
2022-08-08,1343,34547,33984,16429,11449
2022-08-09,1354,34523,34358,16553,11394
2022-08-10,1345,33855,34245,15809,11403
2022-08-11,1357,33378,34245,16352,11449
2022-08-12,1362,33188,34245,16352,11509
2022-08-16,1362,33188,34245,16352,11498
2022-08-17,1316,33855,34679,16545,11415
2022-08-18,1347,33792,34332,16305,11416
2022-08-19,1315,33378,34940,16003,11251
2022-08-22,1333,32584,35636,15468,11137
2022-08-23,1398,31415,33975,15964,11137
2022-08-24,1427,31312,34758,15267,11153
2022-08-25,1427,31312,34766,15569,11187
2022-08-26,1402,31789,34088,15515,11200
2022-08-29,1434,31709,34488,15499,11144
2022-08-30,1383,31550,34584,15329,10943
2022-08-31,1309,31789,32159,14856,10648
2022-09-01,1282,29325,32159,14368,10529
2022-09-02,1333,31392,31290,14329,10609
2022-09-05,1354,31376,32133,14081,10609
2022-09-06,1355,30199,32037,13872,10523
2022-09-07,1318,29405,31533,13639,10525
2022-09-08,1299,29087,32159,13043,10339
2022-09-09,1352,29087,33897,13097,10536
2022-09-12,1391,29405,32854,13631,10677
2022-09-13,1385,28451,31203,13848,10654
2022-09-14,1391,28451,31203,13934,10531
2022-09-15,1337,28054,31637,13980,10456
2022-09-16,1334,26798,31464,13631,10425
2022-09-19,1322,26798,31985,13748,10393
2022-09-20,1288,26782,32854,13174,10357
2022-09-21,1264,25852,35462,12771,10356
2022-09-22,1281,25852,35549,12640,10372
2022-09-23,1180,24835,35636,12020,10016
2022-09-26,1142,22729,36070,11469,9729
2022-09-27,1171,22276,34984,12004,9747
2022-09-28,1195,22888,35691,12237,9833
2022-09-29,1206,22451,34503,12709,9833
2022-09-30,1203,22681,32748,12787,9961
2022-10-03,1264,23579,32835,12547,9992
2022-10-04,1332,24247,32600,12973,10395
2022-10-05,1348,24398,32312,13717,10420
2022-10-06,1376,24398,32163,13554,10593
2022-10-07,1357,24319,32050,13686,10544
2022-10-10,1309,24319,32050,14724,10544
2022-10-11,1264,24319,33010,14406,10372
2022-10-12,1254,24319,32312,14081,10272
2022-10-13,1282,23246,32312,14337,10360
2022-10-14,1253,23842,32818,14406,10226
2022-10-18,1305,23222,33167,14724,10203
2022-10-19,1342,23047,35202,14802,10235
2022-10-20,1342,23047,35202,14802,10615
2022-10-21,1365,22650,35805,14639,10632
2022-10-24,1334,21458,36224,14011,10598
2022-10-25,1331,21060,36180,14337,10397
2022-10-26,1332,21092,36154,14492,10448
2022-10-27,1345,20663,35385,15112,10399
2022-10-28,1398,20663,34844,14879,10563
2022-10-31,1421,20663,34765,14933,10286
2022-11-01,1482,21458,34931,14716,10922
2022-11-02,1443,22252,34923,13872,10853
2022-11-03,1421,21911,36660,12833,10652
2022-11-04,1473,21704,36678,13562,10766
2022-11-08,1479,22570,36416,13717,10807
2022-11-09,1392,22395,36398,14554,10722
2022-11-10,1507,23834,36102,14406,10997
2022-11-11,1383,23842,36023,14337,10997
2022-11-15,1455,23842,35892,14530,11228
2022-11-16,1398,24160,36058,14926,11245
2022-11-17,1450,23285,36591,14933,11127
2022-11-18,1432,23842,35805,14468,11127
2022-11-21,1381,24636,34058,13577,10901
2022-11-22,1381,24636,34058,13577,10840
2022-11-23,1427,25034,34730,14166,10963
2022-11-24,1427,25034,34730,14166,10963
2022-11-25,1425,27005,34730,14298,11025
2022-11-28,1411,26941,34500,14143,10760
2022-11-29,1437,26310,32766,14825,10914
2022-11-30,1328,25431,33228,15112,10856
2022-12-01,1334,27021,32748,14724,10875
2022-12-02,1338,26941,32748,14724,10828
2022-12-05,1298,26893,35796,13779,10828
2022-12-06,1305,26941,35613,14414,10683
2022-12-07,1299,27021,35613,14879,10753
2022-12-09,1273,27021,35805,14647,10705
2022-12-12,1284,26623,35796,14698,10750
2022-12-13,1299,26862,35630,14168,10733
2022-12-14,1274,25360,34477,15488,10644
2022-12-15,1266,25391,34058,14793,10744
2022-12-16,1245,25844,32914,14872,10656
2022-12-19,1264,27013,34058,14445,10674
2022-12-20,1293,27736,34049,15884,10658
2022-12-21,1322,29405,34285,16121,10809
2022-12-22,1309,29325,34442,16366,10836
2022-12-23,1309,29325,35106,16595,10931
2022-12-26,1346,29113,34931,16129,10891
2022-12-27,1392,30199,35279,16524,11024
2022-12-28,1380,31789,37561,16287,11061
2022-12-29,1403,29405,36859,16603,11061
2023-01-02,1438,30600,37385,16137,11254
2023-01-03,1380,31709,37561,16050,11254
2023-01-04,1401,31214,35507,16856,11293
2023-01-05,1456,31781,35560,18184,11463
2023-01-06,1534,31709,36683,17394,11611
2023-01-10,1557,31471,35542,17394,11681
2023-01-11,1545,31789,35551,17243,11678
2023-01-12,1562,31074,36332,17188,11707
2023-01-13,1574,31074,35632,16919,11666
2023-01-16,1566,30621,36073,16722,11724
2023-01-17,1575,31709,35876,17141,11699
2023-01-18,1626,31789,35867,17133,11753
2023-01-19,1604,30750,35805,17228,11702
2023-01-20,1594,31386,35349,17077,11663
2023-01-23,1587,31789,35349,16998,11721
2023-01-24,1548,29826,35103,16532,11640
2023-01-25,1545,28848,35103,16587,11402
2023-01-26,1562,28499,35016,16311,11411
2023-01-27,1512,29405,34972,15465,11306
2023-01-30,1502,28078,34243,15733,11215
2023-01-31,1548,28149,35893,15053,11237
2023-02-01,1492,28149,35981,14943,11087
2023-02-02,1464,28610,35016,15022,11092
2023-02-03,1471,29007,34226,15022,11092
2023-02-06,1494,28991,34226,15022,11057
2023-02-07,1514,28610,34840,15022,11052
2023-02-08,1497,27545,33787,15022,11017
2023-02-09,1450,26782,34717,14998,10964
2023-02-10,1525,26226,34226,14785,10964
2023-02-13,1515,26226,33787,14318,10964
2023-02-14,1496,26226,35955,14310,10823
2023-02-15,1505,25828,34665,15172,10559
2023-02-16,1519,25243,35016,14864,10794
2023-02-17,1471,25062,34928,14215,10794
2023-02-20,1479,25431,34928,14239,10794
2023-02-21,1501,24795,33831,14160,10624
